NC Funcionário;ADMISSÃO;CARGO;DEMISSÃO;Tipo de Rescisão
228447;2018-08-17;Oficial de Manutenção;2020-10-02;Demissão
226427;2018-03-02;Oficial de Manutenção;2020-10-07;Demissão
225432;2017-11-06;Mecânico de Refrigeração;2020-10-02;Pedido
227127;2018-06-15;Auxiliar de Movimentação;2020-10-02;Pedido
231371;2019-06-03;Auxiliar de Movimentação;2020-10-01;Pedido
233955;2020-05-05;Auxiliar de Movimentação;2020-10-13;Pedido
229984;2019-01-21;Auxiliar de Manutenção Mecânica;2020-10-08;Demissão
227361;2018-06-15;Eletricista;2020-10-06;Demissão
234251;2020-08-24;Eletromecânico;2020-10-02;Pedido antecipado do contrato experiência
232779;2019-11-19;Encarregado Técnico;2020-10-10;Pedido
233993;2020-06-02;Operador de Efluentes;2020-10-01;Pedido
214045;2014-08-29;Gerente de Unidade;2020-10-20;Demissão
230731;2019-04-01;Pintor;2020-10-30;Demissão
229769;2018-12-20;Pintor;2020-10-09;Demissão
232537;2019-10-02;Técnico de Manutenção;2020-10-01;Pedido
234192;2020-08-11;Eletricista;2020-10-22;Demissão Antec. Contrato Experiência
234191;2020-08-11;Soldador;2020-10-06;Demissão Antec. Contrato Experiência
234215;2020-08-11;Hidráulico;2020-10-06;Demissão Antec. Contrato Experiência
234193;2020-08-11;Eletricista;2020-10-20;Demissão Antec. Contrato Experiência
234197;2020-08-11;Eletricista;2020-10-21;Pedido antecipado do contrato experiência
234395;2020-09-21;Preparador de Superfície;2020-10-01;Pedido antecipado do contrato experiência
234509;2020-10-02;Operador de Produção II;2020-10-15;Pedido antecipado do contrato experiência
234372;2020-09-21;Operador de Produção II;2020-10-08;Pedido antecipado do contrato experiência
234405;2020-09-21;Operador de Produção II;2020-10-01;Pedido antecipado do contrato experiência
234392;2020-09-21;Operador de Produção II;2020-10-08;Pedido antecipado do contrato experiência
231455;2019-06-17;Aprendiz;2020-10-16;Termino de Contrato
105819;2011-04-01;Mecânico de Refrigeração;2020-10-10;Falecimento
229683;2018-12-18;Eletromecânico;2020-10-02;Demissão
234097;2020-07-23;Mecânico de Refrigeração;2020-10-16;Demissão Antec. Contrato Experiência
224922;2017-09-19;Auxiliar de Jardinagem;2020-10-07;Pedido
230587;2019-03-21;Auxiliar de Limpeza B;2020-10-20;Demissão
210576;2013-06-12;Auxiliar de Limpeza B;2020-10-08;Demissão
210177;2013-04-10;Auxiliar de Limpeza B;2020-10-09;Demissão
229027;2018-10-29;Auxiliar de Limpeza B;2020-10-02;Pedido
220714;2016-07-31;Auxiliar de Limpeza B;2020-10-13;Demissão
232704;2019-11-04;Auxiliar de Limpeza B;2020-10-03;Demissão
224552;2017-08-22;Líder de Limpeza;2020-10-03;Demissão
224549;2017-08-22;Auxiliar de Limpeza B;2020-10-18;Demissão
229011;2018-10-24;Auxiliar de Limpeza / Banheirista;2020-10-13;Demissão
224534;2017-08-22;Auxiliar de Limpeza / Banheirista;2020-10-02;Demissão
225915;2018-01-10;Jardineiro;2020-10-06;Demissão
234131;2020-08-04;Auxiliar de Limpeza B;2020-10-21;Demissão Antec. Contrato Experiência
231264;2019-05-21;Auxiliar de Limpeza B;2020-10-06;Demissão
233961;2020-05-05;Auxiliar de Limpeza B;2020-10-01;Demissão
233942;2020-04-23;Auxiliar de Limpeza B;2020-10-06;Pedido
234226;2020-08-14;Jardineiro;2020-10-14;Pedido antecipado do contrato experiência
229883;2019-01-09;Auxiliar de Limpeza B;2020-10-08;Pedido
231148;2019-05-09;Auxiliar de Limpeza B;2020-10-21;Pedido
231712;2019-07-19;Auxiliar de Limpeza B;2020-10-22;Justa Causa
231399;2019-06-07;Auxiliar de Limpeza B;2020-10-16;Pedido
217993;2016-01-09;Encarregado de Serviços A;2020-10-21;Demissão
233937;2009-06-08;Auxiliar Administrativo B;2020-10-19;Pedido
227887;2018-08-01;Encarregado de Serviços B;2020-10-02;Demissão
231619;2019-07-08;Auxiliar de Limpeza B;2020-10-05;Demissão
229330;2018-11-22;Encarregado de Serviços B;2020-10-14;Demissão
233847;2020-03-25;Encarregado de Serviços B;2020-10-15;Demissão
230629;2019-03-25;Líder de Limpeza;2020-10-15;Demissão
234145;2020-08-04;Auxiliar de Limpeza B;2020-10-01;Pedido antecipado do contrato experiência
229926;2019-01-16;Auxiliar de Limpeza B;2020-10-15;Demissão
228956;2018-10-22;Encarregado de Serviços B;2020-10-14;Demissão
229927;2019-01-16;Auxiliar de Limpeza B;2020-10-16;Demissão
233351;2020-02-21;Encarregado de Serviços B;2020-10-15;Demissão
231685;2019-07-15;Auxiliar de Limpeza B;2020-10-15;Pedido
228277;2018-08-15;Líder de Limpeza;2020-10-15;Demissão
233456;2020-03-03;Auxiliar de Limpeza B;2020-10-16;Justa Causa
234413;2020-09-19;Líder de Jardinagem;2020-10-08;Pedido antecipado do contrato experiência
232489;2019-09-26;Auxiliar de Limpeza B;2020-10-17;Demissão
228396;2018-08-15;Líder de Limpeza;2020-10-15;Demissão
232455;2019-09-24;Auxiliar de Limpeza B;2020-10-09;Pedido
232549;2019-10-04;Auxiliar de Limpeza B;2020-10-14;Demissão
228378;2018-08-15;Auxiliar de Limpeza / Banheirista;2020-10-14;Demissão
230137;2019-02-04;Auxiliar de Limpeza B;2020-10-01;Pedido
232317;2019-09-03;Supervisor de Serviços B;2020-10-26;Pedido
229474;2018-12-05;Auxiliar de Limpeza B;2020-10-05;Pedido
231260;2019-05-20;Auxiliar de Limpeza B;2020-10-13;Pedido
231253;2019-05-20;Auxiliar de Limpeza B;2020-10-14;Pedido
229479;2018-12-05;Auxiliar de Limpeza B;2020-10-07;Demissão
230155;2019-02-05;Auxiliar de Limpeza B;2020-10-20;Demissão
229694;2018-12-14;Auxiliar de Limpeza B;2020-10-09;Demissão
230499;2019-03-13;Líder de Limpeza;2020-10-09;Demissão
229819;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229910;2019-01-14;Encarregado de Serviços B;2020-10-09;Demissão
229853;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229812;2019-01-07;Líder de Limpeza;2020-10-09;Demissão
229857;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
233270;2020-02-06;Auxiliar de Limpeza B;2020-10-13;Demissão
232737;2019-11-08;Auxiliar de Limpeza B;2020-10-09;Demissão
219861;2016-04-18;Encarregado de Serviços B;2020-10-09;Demissão
229673;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
224278;2017-07-20;Auxiliar de Limpeza B;2020-10-09;Demissão
229810;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229693;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229721;2018-12-17;Auxiliar de Limpeza B;2020-10-09;Demissão
229661;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229845;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229861;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
226081;2018-02-02;Auxiliar de Limpeza B;2020-10-09;Demissão
229828;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229847;2019-01-07;Encarregado de Serviços B;2020-10-09;Demissão
229676;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229662;2018-12-14;Auxiliar de Limpeza B;2020-10-09;Demissão
229807;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
226438;2018-03-02;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229825;2019-01-07;Encarregado de Serviços B;2020-10-09;Demissão
230336;2019-02-25;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
230524;2019-03-15;Auxiliar de Limpeza B;2020-10-09;Demissão
229665;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229829;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229618;2018-12-13;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229831;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229859;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229671;2018-12-14;Líder de Limpeza;2020-10-09;Demissão
230946;2019-04-17;Auxiliar de Limpeza B;2020-10-13;Demissão
229820;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229823;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229667;2018-12-13;Líder de Limpeza;2020-10-09;Demissão
229698;2018-12-14;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229858;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229811;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229776;2019-01-02;Copeira;2020-10-09;Demissão
229619;2018-12-13;Auxiliar de Limpeza B;2020-10-09;Demissão
229965;2019-01-18;Auxiliar de Limpeza B;2020-10-09;Demissão
229818;2019-01-07;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229615;2018-12-13;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229834;2019-01-07;Auxiliar de Limpeza B;2020-10-09;Demissão
229964;2019-01-18;Auxiliar de Limpeza B;2020-10-09;Demissão
233186;2020-02-04;Auxiliar de Limpeza B;2020-10-09;Demissão
233194;2020-02-04;Auxiliar de Limpeza / Banheirista;2020-10-09;Demissão
229517;2018-12-10;Operador de Roçadeira;2020-10-02;Demissão
219316;2016-03-09;Mecânico de Refrigeração;2020-10-07;Pedido
223843;2017-06-09;Operador de Central de Automação;2020-10-05;Pedido
232249;2019-08-28;Auxiliar de Limpeza B;2020-10-13;Demissão
234264;2020-08-24;Auxiliar de Manutenção Geral;2020-10-09;Pedido antecipado do contrato experiência
216635;2015-07-16;Auxiliar de Manutenção Elétrica;2020-10-08;Demissão
232384;2019-09-10;Eletricista;2020-10-02;Pedido
226119;2018-02-07;Pedreiro;2020-10-09;Pedido
234451;2020-09-28;Oficial de Manutenção;2020-10-01;Pedido antecipado do contrato experiência
234408;2020-09-21;Oficial de Manutenção;2020-10-01;Pedido antecipado do contrato experiência
233007;2019-12-18;Auxiliar de Manutenção Mecânica;2020-10-19;Pedido
233978;2020-05-11;Eletromecânico;2020-10-01;Pedido
234108;2020-07-24;Mecânico de Refrigeração;2020-10-21;Termino de Contrato
231972;2019-08-01;Supervisor Técnico;2020-10-01;Pedido
232900;2019-12-09;Técnico de Segurança do Trabalho;2020-10-09;Demissão
223948;2017-06-26;Hidráulico;2020-10-01;Demissão
231768;2019-07-23;Auxiliar de Manutenção Geral;2020-10-22;Justa Causa
231779;2019-07-23;Analista de Facilities Junior;2020-10-29;Pedido
232152;2019-08-15;Almoxarife;2020-10-28;Pedido
234221;2020-08-14;Oficial de Manutenção;2020-10-22;Demissão Antec. Contrato Experiência
233096;2020-01-16;Analista de Facilities Pleno;2020-10-07;Pedido
233686;2020-03-13;Supervisor Técnico;2020-10-05;Pedido
222143;2016-12-21;Assistente Administrativo;2020-10-22;Demissão
233424;2020-02-24;Mecânico de Refrigeração;2020-10-05;Demissão
233460;2020-02-24;Mecânico de Refrigeração;2020-10-05;Demissão
233515;2020-03-03;Mecânico de Refrigeração;2020-10-05;Demissão
231874;2019-08-01;Auxiliar de Manutenção Elétrica;2020-10-01;Pedido
234066;2020-07-15;Eletricista;2020-10-08;Demissão Antec. Contrato Experiência
234072;2020-07-16;Eletricista;2020-10-20;Pedido
234049;2020-07-10;Auxiliar de Manutenção Elétrica;2020-10-06;Demissão Antec. Contrato Experiência
234036;2020-07-10;Oficial de Manutenção;2020-10-06;Demissão Antec. Contrato Experiência
234035;2020-07-10;Auxiliar de Manutenção Geral;2020-10-06;Demissão Antec. Contrato Experiência
231792;2019-07-29;Gerente de Unidade;2020-11-19;Pedido
223132;2017-04-03;Assistente Administrativo;2020-11-03;Pedido
230319;2019-02-22;Eletricista;2020-11-15;Demissão
234244;2020-08-20;Recepcionista B;2020-11-03;Pedido antecipado do contrato experiência
217051;2015-10-01;Auxiliar de Manutenção Geral;2020-11-05;Demissão
226113;2018-02-05;Auxiliar Administrativo A;2020-11-17;Demissão
232830;2019-12-03;Eletricista;2020-11-17;Demissão
228571;2018-09-05;Eletricista;2020-11-17;Demissão
234498;2020-10-02;Eletricista;2020-11-10;Demissão Antec. Contrato Experiência
225942;2018-01-12;Pedreiro;2020-11-17;Demissão
234482;2020-10-02;Telhadista;2020-11-10;Demissão Antec. Contrato Experiência
234494;2020-10-02;Oficial de Manutenção;2020-11-10;Demissão Antec. Contrato Experiência
226941;2018-05-10;Serralheiro;2020-11-17;Demissão
234428;2020-09-24;Pintor;2020-11-06;Demissão Antec. Contrato Experiência
234061;2020-07-15;Oficial de Manutenção;2020-11-17;Demissão
227322;2018-06-14;Encarregado Técnico;2020-11-17;Demissão
230151;2019-02-05;Eletricista;2020-11-17;Demissão
225946;2018-01-12;Telhadista;2020-11-17;Demissão
102114;2006-06-01;Encarregado Técnico;2020-11-05;Pedido
232774;2019-11-18;Oficial de Manutenção;2020-11-18;Demissão
225243;2017-10-23;Encarregado de Serviços B;2020-11-10;Pedido
226746;2018-04-13;Mecânico de Refrigeração;2020-11-05;Pedido
234574;2020-10-13;Mecânico de Manutenção;2020-11-03;Pedido antecipado do contrato experiência
234581;2020-10-14;Hidráulico Industrial;2020-11-19;Demissão Antec. Contrato Experiência
234293;2020-09-03;Serralheiro;2020-11-03;Pedido antecipado do contrato experiência
233941;2020-04-20;Recepcionista B;2020-11-13;Pedido
234123;2020-08-04;Eletricista;2020-11-01;Termino de Contrato
222638;2017-02-17;Auxiliar Administrativo A;2020-11-07;Pedido
230305;2019-02-19;Supervisor Técnico;2020-11-16;Pedido
230592;2019-03-22;Oficial de Manutenção;2020-11-06;Pedido
234029;2020-07-09;Eletromecânico;2020-11-03;Pedido
229684;2018-12-14;Mecânico de Refrigeração;2020-11-05;Demissão
234744;2020-11-04;Auxiliar de Manutenção Mecânica;2020-11-23;Pedido antecipado do contrato experiência
231496;2019-06-19;Auxiliar de Manutenção Geral;2020-11-17;Demissão
225450;2017-11-06;Mecânico de Refrigeração;2020-11-06;Demissão
234607;2020-10-20;Pintor;2020-11-03;Pedido antecipado do contrato experiência
225836;2017-12-26;Oficial de Manutenção;2020-11-17;Demissão
230615;2019-03-22;Pintor;2020-11-17;Demissão
234354;2020-09-17;Auxiliar de Movimentação;2020-11-03;Pedido antecipado do contrato experiência
231579;2019-07-03;Auxiliar de Movimentação;2020-11-16;Pedido
227218;2018-06-15;Auxiliar de Movimentação;2020-11-19;Demissão
231469;2019-06-19;Auxiliar Administrativo B;2020-11-23;Demissão
228596;2018-09-11;Eletricista;2020-11-06;Demissão
229349;2018-11-26;Eletricista;2020-11-03;Pedido
228771;2018-10-01;Auxiliar de Manutenção Elétrica;2020-11-05;Demissão
232412;2019-09-16;Técnico Eletrônico;2020-11-10;Demissão
227555;2018-07-01;Auxiliar de Manutenção Elétrica;2020-11-06;Demissão
228745;2018-10-01;Hidráulico;2020-11-03;Pedido
229999;2019-01-23;Auxiliar de Manutenção Elétrica;2020-11-13;Demissão
229641;2018-12-18;Mecânico de Refrigeração;2020-11-17;Demissão
230879;2019-04-08;Eletricista;2020-11-03;Pedido
230816;2019-04-04;Oficial de Manutenção;2020-11-13;Demissão
234098;2020-07-21;Supervisor de Serviços A;2020-11-04;Demissão
234106;2020-07-23;Eletromecânico;2020-11-18;Pedido
234202;2020-08-11;Eletricista;2020-11-17;Pedido
234404;2020-09-21;Preparador de Superfície;2020-11-04;Termino de Contrato
234376;2020-09-21;Auxiliar de Expedição;2020-11-12;Pedido antecipado do contrato experiência
234506;2020-10-02;Preparador de Superfície;2020-11-06;Pedido antecipado do contrato experiência
234814;2020-11-06;Auxiliar de Expedição;2020-11-16;Demissão Antec. Contrato Experiência
234553;2020-10-13;Preparador de Superfície;2020-11-19;Pedido antecipado do contrato experiência
234777;2020-11-06;Preparador de Superfície;2020-11-20;Pedido antecipado do contrato experiência
234817;2020-11-06;Auxiliar de Expedição;2020-11-10;Pedido antecipado do contrato experiência
234637;2020-10-21;Preparador de Superfície;2020-11-05;Pedido antecipado do contrato experiência
234752;2020-11-04;Auxiliar Administrativo B;2020-11-10;Pedido antecipado do contrato experiência
234628;2020-10-21;Preparador de Superfície;2020-11-12;Pedido antecipado do contrato experiência
234365;2020-09-21;Preparador de Superfície;2020-11-11;Pedido antecipado do contrato experiência
234403;2020-09-21;Preparador de Superfície;2020-11-20;Pedido antecipado do contrato experiência
234382;2020-09-21;Preparador de Superfície;2020-11-03;Pedido antecipado do contrato experiência
234362;2020-09-21;Preparador de Superfície;2020-11-04;Termino de Contrato
234371;2020-09-21;Operador de Produção II;2020-11-03;Pedido antecipado do contrato experiência
103023;2008-11-18;Gerente de Portfólio;2020-11-05;Pedido
232364;2019-09-05;Aprendiz - Área Administrativa;2020-11-03;Pedido antecipado do contrato experiência
216115;2015-05-02;Operador de Máquina;2020-11-03;Demissão
218766;2016-02-17;Auxiliar de Limpeza B;2020-11-13;Demissão
234016;2020-07-02;Auxiliar de Jardinagem;2020-11-13;Pedido
231314;2019-05-21;Aprendiz;2020-11-04;Pedido antecipado do contrato experiência
234567;2020-10-13;Auxiliar de Limpeza B;2020-11-11;Pedido antecipado do contrato experiência
234299;2020-09-04;Auxiliar de Limpeza B;2020-11-19;Justa Causa
232716;2019-11-07;Jardineiro;2020-11-03;Pedido
230761;2019-04-02;Auxiliar de Limpeza B;2020-11-13;Pedido
234137;2020-08-04;Auxiliar de Limpeza B;2020-11-04;Pedido
234229;2020-08-14;Auxiliar de Limpeza B;2020-11-03;Demissão Antec. Contrato Experiência
233708;2020-03-16;Auxiliar de Limpeza B;2020-11-03;Demissão
226330;2018-02-16;Auxiliar de Limpeza B;2020-11-13;Pedido
233837;2020-03-25;Auxiliar de Limpeza B;2020-11-05;Justa Causa
234181;2020-08-10;Auxiliar de Limpeza B;2020-11-16;Pedido
233437;2020-03-03;Auxiliar de Limpeza / Banheirista;2020-11-19;Demissão
234116;2020-07-27;Auxiliar de Limpeza B;2020-11-13;Pedido
234117;2020-07-27;Auxiliar de Limpeza B;2020-11-13;Justa Causa
229133;2018-11-07;Auxiliar de Limpeza B;2020-11-09;Pedido
234687;2020-10-27;Auxiliar de Limpeza B;2020-11-13;Pedido antecipado do contrato experiência
233891;2020-04-02;Auxiliar de Limpeza B;2020-11-13;Justa Causa
234409;2020-09-19;Jardineiro;2020-11-10;Demissão Antec. Contrato Experiência
233046;2020-01-06;Auxiliar de Limpeza B;2020-11-16;Demissão
230865;2019-04-10;Auxiliar de Limpeza B;2020-11-12;Demissão
228352;2018-08-15;Auxiliar de Limpeza / Banheirista;2020-11-13;Demissão
225867;2018-01-02;Auxiliar de Limpeza B;2020-11-13;Demissão
231346;2019-05-28;Auxiliar de Limpeza B;2020-11-14;Demissão
230574;2019-03-20;Auxiliar de Limpeza B;2020-11-03;Pedido
221491;2016-11-01;Auxiliar de Limpeza B;2020-11-03;Pedido
230569;2019-03-20;Auxiliar de Limpeza B;2020-11-03;Pedido
226709;2018-04-09;Auxiliar de Limpeza B;2020-11-03;Pedido
219723;2016-04-01;Auxiliar de Limpeza B;2020-11-14;Demissão
226320;2018-02-17;Auxiliar de Limpeza B;2020-11-14;Demissão
224959;2017-09-22;Auxiliar de Limpeza B;2020-11-03;Pedido
231396;2019-06-07;Mensageiro;2020-11-07;Demissão
231373;2019-06-04;Mensageiro;2020-11-07;Demissão
230571;2019-03-20;Auxiliar de Limpeza B;2020-11-14;Demissão
228910;2018-10-19;Auxiliar de Limpeza B;2020-11-12;Pedido
230916;2019-04-15;Auxiliar de Limpeza B;2020-11-27;Demissão
234545;2020-10-08;Auxiliar de Limpeza B;2020-11-18;Demissão Antec. Contrato Experiência
234422;2020-09-24;Auxiliar Administrativo B;2020-11-03;Pedido antecipado do contrato experiência
234453;2020-09-28;Auxiliar de Limpeza B;2020-11-19;Pedido antecipado do contrato experiência
234843;2020-11-11;Auxiliar de Limpeza / Banheirista;2020-11-16;Pedido antecipado do contrato experiência
234459;2020-09-28;Auxiliar de Limpeza B;2020-11-03;Pedido antecipado do contrato experiência
234471;2020-09-28;Auxiliar de Limpeza / Banheirista;2020-11-03;Pedido antecipado do contrato experiência
234463;2020-09-28;Auxiliar de Limpeza B;2020-11-03;Pedido antecipado do contrato experiência
227029;2018-05-18;Auxiliar de Limpeza B;2020-11-05;Pedido
232974;2019-12-16;Técnico de Segurança do Trabalho;2020-11-03;Pedido
229427;2018-12-03;Gerente de Unidade;2020-11-03;Pedido
230502;2019-03-13;Encarregado Técnico;2020-11-11;Pedido
226678;2018-04-04;Auxiliar Administrativo B;2020-11-11;Demissão
216687;2015-07-22;Mecânico de Refrigeração;2020-11-14;Demissão
232632;2019-10-23;Assistente de Manutenção;2020-11-14;Pedido
229737;2018-12-19;Eletricista;2020-11-04;Pedido
232118;2019-08-12;Encarregado de Serviços B;2020-11-18;Demissão
234423;2020-09-24;Fiscal Técnico;2020-11-03;Pedido antecipado do contrato experiência
234219;2020-08-14;Auxiliar de Manutenção Geral;2020-11-12;Pedido
213711;2014-07-31;Eletricista;2020-11-03;Demissão
